"GID","SYMBOL","GENENAME"
106888435,"PPP1R3B","protein phosphatase 1 regulatory subunit 3B"
106902522,"PPP1R3C","protein phosphatase 1 regulatory subunit 3C"
106896297,"PPP1R3D","protein phosphatase 1 regulatory subunit 3D"
106888114,"PPP1R3E","protein phosphatase 1 regulatory subunit 3E"
106886579,"PPP1R42","protein phosphatase 1 regulatory subunit 42"
106900821,"PPP1R7","protein phosphatase 1 regulatory subunit 7"
106892179,"PPP1R8","protein phosphatase 1 regulatory subunit 8"
106886957,"PPP1R9A","protein phosphatase 1 regulatory subunit 9A"
106897992,"PPP1R9B","protein phosphatase 1 regulatory subunit 9B"
106899204,"PPP2CB","protein phosphatase 2 catalytic subunit beta"
106899617,"PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha"
106888721,"PPP2R2A","protein phosphatase 2 regulatory subunit Balpha"
106891560,"PPP2R2B","protein phosphatase 2 regulatory subunit Bbeta"
106884579,"PPP2R2C","protein phosphatase 2 regulatory subunit Bgamma"
106889839,"PPP2R2D","protein phosphatase 2 regulatory subunit Bdelta"
106889334,"PPP2R3A","protein phosphatase 2 regulatory subunit B''alpha"
106898815,"PPP2R3B","protein phosphatase 2 regulatory subunit B''beta"
106887939,"PPP2R3C","protein phosphatase 2 regulatory subunit B''gamma"
106893042,"PPP2R5A","protein phosphatase 2 regulatory subunit B'alpha"
106897131,"PPP2R5C","protein phosphatase 2 regulatory subunit B'gamma"
106900394,"PPP2R5D","protein phosphatase 2 regulatory subunit B'delta"
106902796,"PPP2R5E","protein phosphatase 2 regulatory subunit B'epsilon"
106887043,"PPP3CA","protein phosphatase 3 catalytic subunit alpha"
106896348,"PPP3CB","protein phosphatase 3 catalytic subunit beta"
106900153,"PPP3CC","protein phosphatase 3 catalytic subunit gamma"
106901692,"PPP3R1","protein phosphatase 3 regulatory subunit B, alpha"
106886056,"PPP4R1","protein phosphatase 4 regulatory subunit 1"
106890778,"PPP4R2","protein phosphatase 4 regulatory subunit 2"
106897086,"PPP4R3A","protein phosphatase 4 regulatory subunit 3A"
106902689,"PPP4R3B","protein phosphatase 4 regulatory subunit 3B"
106897181,"PPP4R4","protein phosphatase 4 regulatory subunit 4"
106899328,"PPP5D1","PPP5 tetratricopeptide repeat domain containing 1"
106888539,"PPP6C","protein phosphatase 6 catalytic subunit"
106900006,"PPP6R2","protein phosphatase 6 regulatory subunit 2"
106897125,"PPP6R3","protein phosphatase 6 regulatory subunit 3"
106896903,"PPRC1","PPARG related coactivator 1"
106901476,"PPTC7","protein phosphatase targeting COQ7"
106901888,"PPWD1","peptidylprolyl isomerase domain and WD repeat containing 1"
106900185,"PQBP1","polyglutamine binding protein 1"
106884552,"PRADC1","protease associated domain containing 1"
106888472,"PRAG1","PEAK1 related, kinase-activating pseudokinase 1"
106900157,"PRAM1","PML-RARA regulated adaptor molecule 1"
106894208,"PRC1","protein regulator of cytokinesis 1"
106899486,"PRCC","proline rich mitotic checkpoint control factor"
106897605,"PRCP","prolylcarboxypeptidase"
106901555,"PRDM1","PR/SET domain 1"
106893670,"PRDM10","PR/SET domain 10"
106892820,"PRDM11","PR/SET domain 11"
106888478,"PRDM12","PR/SET domain 12"
106899361,"PRDM14","PR/SET domain 14"
106885760,"PRDM15","PR/SET domain 15"
106889155,"PRDM16","PR/SET domain 16"
106887722,"PRDM2","PR/SET domain 2"
106901289,"PRDM4","PR/SET domain 4"
106892573,"PRDM5","PR/SET domain 5"
106894639,"PRDM6","PR/SET domain 6"
106886278,"PRDX1","peroxiredoxin 1"
106889892,"PRDX3","peroxiredoxin 3"
106898881,"PRDX4","peroxiredoxin 4"
106888897,"PRDX6","peroxiredoxin 6"
106890502,"PREB","prolactin regulatory element binding"
106891394,"PRELID1","PRELI domain containing 1"
106891611,"PRELID2","PRELI domain containing 2"
106885995,"PRELID3A","PRELI domain containing 3A"
106895872,"PRELID3B","PRELI domain containing 3B"
106895780,"PRELP","proline and arginine rich end leucine rich repeat protein"
106901592,"PREP","prolyl endopeptidase"
106893234,"PREPL","prolyl endopeptidase like"
106889006,"PREX1","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
106886585,"PREX2","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
106899635,"PRF1","perforin 1"
106891779,"PRG4","proteoglycan 4"
106901408,"PRICKLE1","prickle planar cell polarity protein 1"
106890816,"PRICKLE2","prickle planar cell polarity protein 2"
106894761,"PRICKLE4","prickle planar cell polarity protein 4"
106898229,"PRIM1","DNA primase subunit 1"
106889158,"PRIM2","DNA primase subunit 2"
106897049,"PRIMA1","proline rich membrane anchor 1"
106890075,"PRIMPOL","primase and DNA directed polymerase"
106891218,"PRKAA1","protein kinase AMP-activated catalytic subunit alpha 1"
106886337,"PRKAA2","protein kinase AMP-activated catalytic subunit alpha 2"
106902176,"PRKAB1","protein kinase AMP-activated non-catalytic subunit beta 1"
106888888,"PRKAB2","protein kinase AMP-activated non-catalytic subunit beta 2"
106886378,"PRKACB","protein kinase cAMP-activated catalytic subunit beta"
106898597,"PRKAG1","protein kinase AMP-activated non-catalytic subunit gamma 1"
106889716,"PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2"
106895288,"PRKAG3","protein kinase AMP-activated non-catalytic subunit gamma 3"
106893447,"PRKAR1B","protein kinase cAMP-dependent type I regulatory subunit beta"
106890686,"PRKAR2A","protein kinase cAMP-dependent type II regulatory subunit alpha"
106901182,"PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta"
106893925,"PRKCA","protein kinase C alpha"
106884661,"PRKCB","protein kinase C beta"
106894715,"PRKCD","protein kinase C delta"
106893204,"PRKCE","protein kinase C epsilon"
106902785,"PRKCH","protein kinase C eta"
106886145,"PRKCI","protein kinase C iota"
106892163,"PRKCQ","protein kinase C theta"
106889141,"PRKCZ","protein kinase C zeta"
106888041,"PRKD1","protein kinase D1"
106893218,"PRKD3","protein kinase D3"
106885102,"PRKDC","protein kinase, DNA-activated, catalytic subunit"
106902840,"PRKG1","protein kinase cGMP-dependent 1"
106892933,"PRKN","parkin RBR E3 ubiquitin protein ligase"
106894486,"PRKRIP1","PRKR interacting protein 1"
106898873,"PRKX","protein kinase cAMP-dependent X-linked catalytic subunit"
106887339,"PRL","prolactin"
106893601,"PRLH","prolactin releasing hormone"
106889819,"PRLHR","prolactin releasing hormone receptor"
106894937,"PRLR","prolactin receptor"
106893566,"PRMT3","protein arginine methyltransferase 3"
106888342,"PRMT7","protein arginine methyltransferase 7"
106886874,"PRMT8","protein arginine methyltransferase 8"
106892642,"PRMT9","protein arginine methyltransferase 9"
106889958,"PRNP","prion protein"
106896061,"PROB1","proline rich basic protein 1"
106893855,"PROC","protein C, inactivator of coagulation factors Va and VIIIa"
106894382,"PROCA1","protein interacting with cyclin A1"
106886619,"PROCR","protein C receptor"
106890720,"PROK2","prokineticin 2"
106885166,"PROM1","prominin 1"
106889946,"PROM2","prominin 2"
106888051,"PRORP","protein only RNase P catalytic subunit"
106891083,"PROS1","protein S"
106902512,"PROSER1","proline and serine rich 1"
106892148,"PROSER2","proline and serine rich 2"
106893281,"PROX1","prospero homeobox 1"
106887867,"PROX2","prospero homeobox 2"
106889292,"PROZ","protein Z, vitamin K dependent plasma glycoprotein"
106892149,"PRPF18","pre-mRNA processing factor 18"
106891925,"PRPF19","pre-mRNA processing factor 19"
106894738,"PRPF3","pre-mRNA processing factor 3"
106886249,"PRPF38A","pre-mRNA processing factor 38A"
106888896,"PRPF38B","pre-mRNA processing factor 38B"
106884991,"PRPF39","pre-mRNA processing factor 39"
106893991,"PRPF4","pre-mRNA processing factor 4"
106896995,"PRPF40A","pre-mRNA processing factor 40 homolog A"
106887316,"PRPF4B","pre-mRNA processing factor 4B"
106896525,"PRPF6","pre-mRNA processing factor 6"
106894564,"PRPF8","pre-mRNA processing factor 8"
106898592,"PRPH","peripherin"
106893008,"PRPH2","peripherin 2"
106895692,"PRPS1","phosphoribosyl pyrophosphate synthetase 1"
106898869,"PRPS2","phosphoribosyl pyrophosphate synthetase 2"
106894446,"PRPSAP1","phosphoribosyl pyrophosphate synthetase associated protein 1"
106884861,"PRPSAP2","phosphoribosyl pyrophosphate synthetase associated protein 2"
106894449,"PRR11","proline rich 11"
106900890,"PRR14L","proline rich 14 like"
106885428,"PRR15","proline rich 15"
106897986,"PRR15L","proline rich 15 like"
106894652,"PRR16","proline rich 16"
106893009,"PRR18","proline rich 18"
106900266,"PRR22","proline rich 22"
106897852,"PRR35","proline rich 35"
106886892,"PRR5","proline rich 5"
106885189,"PRR5L","proline rich 5 like"
106891365,"PRR7","proline rich 7, synaptic"
106895400,"PRRC1","proline rich coiled-coil 1"
106888575,"PRRC2B","proline rich coiled-coil 2B"
106888899,"PRRC2C","proline rich coiled-coil 2C"
106894996,"PRRG1","proline rich and Gla domain 1"
106895685,"PRRG3","proline rich and Gla domain 3"
106892233,"PRRG4","proline rich and Gla domain 4"
106888969,"PRRX1","paired related homeobox 1"
106888471,"PRRX2","paired related homeobox 2"
106892560,"PRSS12","serine protease 12"
106897602,"PRSS23","serine protease 23"
106897719,"PRSS35","serine protease 35"
106900019,"PRSS36","serine protease 36"
106890189,"PRSS56","serine protease 56"
106897767,"PRSS57","serine protease 57"
106890359,"PRTFDC1","phosphoribosyl transferase domain containing 1"
106889375,"PRTG","protogenin"
106899147,"PRUNE1","prune exopolyphosphatase 1"
106888424,"PRUNE2","prune homolog 2 with BCH domain"
106887100,"PRXL2A","peroxiredoxin like 2A"
106884616,"PRXL2C","peroxiredoxin like 2C"
106887090,"PSAP","prosaposin"
106888417,"PSAT1","phosphoserine aminotransferase 1"
106902093,"PSCA","prostate stem cell antigen"
106896376,"PSD","pleckstrin and Sec7 domain containing"
106898430,"PSD2","pleckstrin and Sec7 domain containing 2"
106897482,"PSD3","pleckstrin and Sec7 domain containing 3"
106888010,"PSEN1","presenilin 1"
106893153,"PSEN2","presenilin 2"
106894111,"PSIP1","PC4 and SFRS1 interacting protein 1"
106891164,"PSKH1","protein serine kinase H1"
106898388,"PSMA2","proteasome 20S subunit alpha 2"
106898647,"PSMA3","proteasome 20S subunit alpha 3"
106889540,"PSMA4","proteasome 20S subunit alpha 4"
106896567,"PSMA5","proteasome 20S subunit alpha 5"
106888024,"PSMA6","proteasome 20S subunit alpha 6"
106893039,"PSMB1","proteasome 20S subunit beta 1"
106890643,"PSMB2","proteasome 20S subunit beta 2"
106897943,"PSMB3","proteasome 20S subunit beta 3"
106899152,"PSMB4","proteasome 20S subunit beta 4"
106888618,"PSMB7","proteasome 20S subunit beta 7"
106890922,"PSMC1","proteasome 26S subunit, ATPase 1"
106901043,"PSMC2","proteasome 26S subunit, ATPase 2"
106892802,"PSMC3","proteasome 26S subunit, ATPase 3"
106898011,"PSMC3IP","PSMC3 interacting protein"
106900202,"PSMC4","proteasome 26S subunit, ATPase 4"
106896462,"PSMC5","proteasome 26S subunit, ATPase 5"
106885003,"PSMC6","proteasome 26S subunit, ATPase 6"
106890285,"PSMD1","proteasome 26S subunit, non-ATPase 1"
106895579,"PSMD10","proteasome 26S subunit, non-ATPase 10"
106899173,"PSMD11","proteasome 26S subunit, non-ATPase 11"
106893900,"PSMD12","proteasome 26S subunit, non-ATPase 12"
106887189,"PSMD13","proteasome 26S subunit, non-ATPase 13"
106895292,"PSMD14","proteasome 26S subunit, non-ATPase 14"
106886690,"PSMD2","proteasome 26S subunit ubiquitin receptor, non-ATPase 2"
106897324,"PSMD3","proteasome 26S subunit, non-ATPase 3"
106899140,"PSMD4","proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
106888675,"PSMD5","proteasome 26S subunit, non-ATPase 5"
106890834,"PSMD6","proteasome 26S subunit, non-ATPase 6"
106888336,"PSMD7","proteasome 26S subunit, non-ATPase 7"
106899469,"PSMD9","proteasome 26S subunit, non-ATPase 9"
106898107,"PSME3","proteasome activator subunit 3"
106891312,"PSME3IP1","proteasome activator subunit 3 interacting protein 1"
106900413,"PSME4","proteasome activator subunit 4"
106895688,"PSMF1","proteasome inhibitor subunit 1"
106885791,"PSMG1","proteasome assembly chaperone 1"
106886086,"PSMG2","proteasome assembly chaperone 2"
106890392,"PSMG3","proteasome assembly chaperone 3"
106887314,"PSMG4","proteasome assembly chaperone 4"
106902429,"PSPC1","paraspeckle component 1"
106894472,"PSPH","phosphoserine phosphatase"
106889802,"PSTK","phosphoseryl-tRNA kinase"
106889394,"PSTPIP1","proline-serine-threonine phosphatase interacting protein 1"
106892293,"PSTPIP2","proline-serine-threonine phosphatase interacting protein 2"
106892164,"PTAFR","platelet activating factor receptor"
106888429,"PTAR1","protein prenyltransferase alpha subunit repeat containing 1"
106897774,"PTBP1","polypyrimidine tract binding protein 1"
106896425,"PTBP3","polypyrimidine tract binding protein 3"
106884867,"PTCD1","pentatricopeptide repeat domain 1"
106901949,"PTCD2","pentatricopeptide repeat domain 2"
106902942,"PTCD3","pentatricopeptide repeat domain 3"
106884971,"PTCH1","patched 1"
106886170,"PTCH2","patched 2"
106898757,"PTCHD1","patched domain containing 1"
106900074,"PTCHD3","patched domain containing 3"
106900375,"PTCRA","pre T cell antigen receptor alpha"
106902238,"PTDSS1","phosphatidylserine synthase 1"
106887247,"PTDSS2","phosphatidylserine synthase 2"
106902835,"PTEN","phosphatase and tensin homolog"
106900671,"PTER","phosphotriesterase related"
106890191,"PTF1A","pancreas associated transcription factor 1a"
106885279,"PTGER3","prostaglandin E receptor 3"
106891194,"PTGER4","prostaglandin E receptor 4"
106888470,"PTGES","prostaglandin E synthase"
106893421,"PTGES2","prostaglandin E synthase 2"
106898228,"PTGES3","prostaglandin E synthase 3"
106886185,"PTGFR","prostaglandin F receptor"
106891120,"PTGFRN","prostaglandin F2 receptor inhibitor"
106896429,"PTGR1","prostaglandin reductase 1"
106892781,"PTGR2","prostaglandin reductase 2"
106886019,"PTGR3","prostaglandin reductase 3"
106888491,"PTGS1","prostaglandin-endoperoxide synthase 1"
106890744,"PTGS2","prostaglandin-endoperoxide synthase 2"
106885822,"PTH","parathyroid hormone"
106889745,"PTH1R","parathyroid hormone 1 receptor"
106898154,"PTHLH","parathyroid hormone like hormone"
106902143,"PTK2","protein tyrosine kinase 2"
106899176,"PTK2B","protein tyrosine kinase 2 beta"
106900437,"PTK7","protein tyrosine kinase 7 (inactive)"
106890316,"PTMA","prothymosin alpha"
106896886,"PTMS","parathymosin"
106889167,"PTP4A1","protein tyrosine phosphatase 4A1"
106890630,"PTP4A2","protein tyrosine phosphatase 4A2"
106902264,"PTP4A3","protein tyrosine phosphatase 4A3"
106888622,"PTPA","protein phosphatase 2 phosphatase activator"
106893497,"PTPDC1","protein tyrosine phosphatase domain containing 1"
106892761,"PTPMT1","protein tyrosine phosphatase mitochondrial 1"
106889101,"PTPN1","protein tyrosine phosphatase non-receptor type 1"
106900622,"PTPN11","protein tyrosine phosphatase non-receptor type 11"
106901372,"PTPN12","protein tyrosine phosphatase non-receptor type 12"
106892677,"PTPN13","protein tyrosine phosphatase non-receptor type 13"
106893115,"PTPN14","protein tyrosine phosphatase non-receptor type 14"
106886008,"PTPN2","protein tyrosine phosphatase non-receptor type 2"
106890919,"PTPN21","protein tyrosine phosphatase non-receptor type 21"
106891740,"PTPN22","protein tyrosine phosphatase non-receptor type 22"
106896024,"PTPN23","protein tyrosine phosphatase non-receptor type 23"
106886046,"PTPN3","protein tyrosine phosphatase non-receptor type 3"
106886571,"PTPN4","protein tyrosine phosphatase non-receptor type 4"
106898674,"PTPN5","protein tyrosine phosphatase non-receptor type 5"
106896947,"PTPN6","protein tyrosine phosphatase non-receptor type 6"
106890463,"PTPN7","protein tyrosine phosphatase non-receptor type 7"
106889393,"PTPN9","protein tyrosine phosphatase non-receptor type 9"
106884583,"PTPRA","protein tyrosine phosphatase receptor type A"
106901370,"PTPRB","protein tyrosine phosphatase receptor type B"
106888961,"PTPRC","protein tyrosine phosphatase receptor type C"
106894921,"PTPRD","protein tyrosine phosphatase receptor type D"
106889894,"PTPRE","protein tyrosine phosphatase receptor type E"
106886385,"PTPRF","protein tyrosine phosphatase receptor type F"
106890771,"PTPRG","protein tyrosine phosphatase receptor type G"
106898619,"PTPRJ","protein tyrosine phosphatase receptor type J"
106888410,"PTPRK","protein tyrosine phosphatase receptor type K"
106886063,"PTPRM","protein tyrosine phosphatase receptor type M"
106895040,"PTPRN","protein tyrosine phosphatase receptor type N"
106889724,"PTPRN2","protein tyrosine phosphatase receptor type N2"
106885297,"PTPRO","protein tyrosine phosphatase receptor type O"
106901495,"PTPRR","protein tyrosine phosphatase receptor type R"
106894260,"PTPRS","protein tyrosine phosphatase receptor type S"
106887637,"PTPRT","protein tyrosine phosphatase receptor type T"
106893682,"PTPRU","protein tyrosine phosphatase receptor type U"
106901021,"PTPRZ1","protein tyrosine phosphatase receptor type Z1"
106890823,"PTRH1","peptidyl-tRNA hydrolase 1 homolog"
106894420,"PTRH2","peptidyl-tRNA hydrolase 2"
106885616,"PTRHD1","peptidyl-tRNA hydrolase domain containing 1"
106892433,"PTS","6-pyruvoyltetrahydropterin synthase"
106891430,"PTTG1","PTTG1 regulator of sister chromatid separation, securin"
106900797,"PTTG1IP","PTTG1 interacting protein"
106890186,"PTX3","pentraxin 3"
106898807,"PUDP","pseudouridine 5'-phosphatase"
106890120,"PUF60","poly(U) binding splicing factor 60"
106893681,"PUM1","pumilio RNA binding family member 1"
106896671,"PUM2","pumilio RNA binding family member 2"
106901987,"PUM3","pumilio RNA binding family member 3"
106898416,"PURA","purine rich element binding protein A"
106899200,"PURG","purine rich element binding protein G"
106901918,"PUS1","pseudouridine synthase 1"
106902687,"PUS10","pseudouridine synthase 10"
106899303,"PUS3","pseudouridine synthase 3"
106901537,"PUS7","pseudouridine synthase 7"
106901015,"PUS7L","pseudouridine synthase 7 like"
106887746,"PUSL1","pseudouridine synthase like 1"
106901293,"PVALB","parvalbumin"
106900956,"PWP1","PWP1 homolog, endonuclein"
106885794,"PWP2","PWP2 small subunit processome component"
106891415,"PWWP2A","PWWP domain containing 2A"
106895904,"PWWP3A","PWWP domain containing 3A, DNA repair factor"
106887498,"PXDC1","PX domain containing 1"
106896622,"PXDN","peroxidasin"
106890736,"PXK","PX domain containing serine/threonine kinase like"
106887590,"PXMP4","peroxisomal membrane protein 4"
106901698,"PXN","paxillin"
106899017,"PXYLP1","2-phosphoxylose phosphatase 1"
106894843,"PYCR1","pyrroline-5-carboxylate reductase 1"
106902064,"PYCR3","pyrroline-5-carboxylate reductase 3"
106900382,"PYGB","glycogen phosphorylase B"
106884980,"PYGL","glycogen phosphorylase L"
106889376,"PYGO1","pygopus family PHD finger 1"
106899468,"PYGO2","pygopus family PHD finger 2"
106898958,"PYM1","PYM homolog 1, exon junction complex associated factor"
106898354,"PYROXD1","pyridine nucleotide-disulphide oxidoreductase domain 1"
106897577,"PYROXD2","pyridine nucleotide-disulphide oxidoreductase domain 2"
106890689,"QARS1","glutaminyl-tRNA synthetase 1"
106885156,"QDPR","quinoid dihydropteridine reductase"
106893024,"QKI","QKI, KH domain containing RNA binding"
106893190,"QPCT","glutaminyl-peptide cyclotransferase"
106888536,"QRFP","pyroglutamylated RFamide peptide"
106892539,"QRFPR","pyroglutamylated RFamide peptide receptor"
106890704,"QRICH1","glutamine rich 1"
106896195,"QRICH2","glutamine rich 2"
106901719,"QRSL1","glutaminyl-tRNA amidotransferase subunit QRSL1"
106892237,"QSER1","glutamine and serine rich 1"
106888823,"QSOX1","quiescin sulfhydryl oxidase 1"
106888655,"QSOX2","quiescin sulfhydryl oxidase 2"
106896944,"QTRT2","queuine tRNA-ribosyltransferase accessory subunit 2"
106900372,"R3HCC1","R3H domain and coiled-coil containing 1"
106887563,"R3HDM1","R3H domain containing 1"
106897910,"R3HDM2","R3H domain containing 2"
106897784,"R3HDM4","R3H domain containing 4"
106889050,"R3HDML","R3H domain containing like"
106885391,"RAB10","RAB10, member RAS oncogene family"
106890354,"RAB11A","RAB11A, member RAS oncogene family"
106900607,"RAB11B","RAB11B, member RAS oncogene family"
106897617,"RAB11FIP1","RAB11 family interacting protein 1"
106889861,"RAB11FIP2","RAB11 family interacting protein 2"
106884873,"RAB11FIP3","RAB11 family interacting protein 3"
106894211,"RAB11FIP4","RAB11 family interacting protein 4"
106902948,"RAB11FIP5","RAB11 family interacting protein 5"
106885928,"RAB12","RAB12, member RAS oncogene family"
106888598,"RAB14","RAB14, member RAS oncogene family"
106889739,"RAB18","RAB18, member RAS oncogene family"
106885251,"RAB19","RAB19, member RAS oncogene family"
106901568,"RAB1A","RAB1A, member RAS oncogene family"
106889269,"RAB20","RAB20, member RAS oncogene family"
106901230,"RAB21","RAB21, member RAS oncogene family"
106896153,"RAB22A","RAB22A, member RAS oncogene family"
106889166,"RAB23","RAB23, member RAS oncogene family"
106891297,"RAB24","RAB24, member RAS oncogene family"
106899428,"RAB25","RAB25, member RAS oncogene family"
106884916,"RAB26","RAB26, member RAS oncogene family"
106889404,"RAB27A","RAB27A, member RAS oncogene family"
106886651,"RAB27B","RAB27B, member RAS oncogene family"
106884588,"RAB28","RAB28, member RAS oncogene family"
106895830,"RAB29","RAB29, member RAS oncogene family"
106894125,"RAB2A","RAB2A, member RAS oncogene family"
106897592,"RAB30","RAB30, member RAS oncogene family"
106893386,"RAB32","RAB32, member RAS oncogene family"
106896189,"RAB33A","RAB33A, member RAS oncogene family"
106892684,"RAB33B","RAB33B, member RAS oncogene family"
106894381,"RAB34","RAB34, member RAS oncogene family"
106899380,"RAB35","RAB35, member RAS oncogene family"
106899106,"RAB36","RAB36, member RAS oncogene family"
106892385,"RAB37","RAB37, member RAS oncogene family"
106897569,"RAB38","RAB38, member RAS oncogene family"
106902317,"RAB39A","RAB39A, member RAS oncogene family"
106895491,"RAB39B","RAB39B, member RAS oncogene family"
106885755,"RAB3A","RAB3A, member RAS oncogene family"
106886505,"RAB3B","RAB3B, member RAS oncogene family"
106901941,"RAB3C","RAB3C, member RAS oncogene family"
106893051,"RAB3GAP2","RAB3 GTPase activating non-catalytic protein subunit 2"
106891958,"RAB3IL1","RAB3A interacting protein like 1"
106901415,"RAB3IP","RAB3A interacting protein"
106894727,"RAB40B","RAB40B, member RAS oncogene family"
106897806,"RAB40C","RAB40C, member RAS oncogene family"
106895642,"RAB41","RAB41, member RAS oncogene family"
106892926,"RAB4A","RAB4A, member RAS oncogene family"
106885535,"RAB5A","RAB5A, member RAS oncogene family"
106898955,"RAB5B","RAB5B, member RAS oncogene family"
106898102,"RAB5C","RAB5C, member RAS oncogene family"
106885406,"RAB5IF","RAB5 interacting factor"
106891636,"RAB6A","RAB6A, member RAS oncogene family"
106888770,"RAB7A","RAB7A, member RAS oncogene family"
106895803,"RAB7B","RAB7B, member RAS oncogene family"
106894273,"RAB8A","RAB8A, member RAS oncogene family"
106889427,"RAB8B","RAB8B, member RAS oncogene family"
106898837,"RAB9A","RAB9A, member RAS oncogene family"
106895765,"RAB9B","RAB9B, member RAS oncogene family"
106894557,"RABEP1","rabaptin, RAB GTPase binding effector protein 1"
106888498,"RABEPK","Rab9 effector protein with kelch motifs"
106888580,"RABGAP1","RAB GTPase activating protein 1"
106894516,"RABGEF1","RAB guanine nucleotide exchange factor 1"
106885364,"RABGGTB","Rab geranylgeranyltransferase subunit beta"
106890487,"RABIF","RAB interacting factor"
106899922,"RABL2A","RAB, member of RAS oncogene family like 2A"
106896923,"RABL3","RAB, member of RAS oncogene family like 3"
106892523,"RABL6","RAB, member RAS oncogene family like 6"
106893426,"RAC1","Rac family small GTPase 1"
106901081,"RAC2","Rac family small GTPase 2"
106891140,"RACGAP1","Rac GTPase activating protein 1"
106899868,"RACK1","receptor for activated C kinase 1"
106894941,"RAD1","RAD1 checkpoint DNA exonuclease"
106898923,"RAD17","RAD17 checkpoint clamp loader component"
106890656,"RAD18","RAD18 E3 ubiquitin protein ligase"
106902183,"RAD21","RAD21 cohesin complex component"
106895782,"RAD21L1","RAD21 cohesin complex component like 1"
106897488,"RAD23B","RAD23 homolog B, nucleotide excision repair protein"
106891546,"RAD50","RAD50 double strand break repair protein"
106887253,"RAD51","RAD51 recombinase"
106898526,"RAD51AP1","RAD51 associated protein 1"
106888060,"RAD51B","RAD51 paralog B"
106894505,"RAD51C","RAD51 paralog C"
106894346,"RAD51D","RAD51 paralog D"
106885213,"RAD52","RAD52 homolog, DNA repair protein"
106902277,"RAD54B","RAD54 homolog B"
106886381,"RAD54L","RAD54 like"
106894705,"RAD54L2","RAD54 like 2"
106891916,"RAD9A","RAD9 checkpoint clamp component A"
106899720,"RAD9B","RAD9 checkpoint clamp component B"
106895729,"RADX","RPA1 related single stranded DNA binding protein, X-linked"
106889104,"RAE1","ribonucleic acid export 1"
106893587,"RAF1","Raf-1 proto-oncogene, serine/threonine kinase"
106885176,"RAG1","recombination activating 1"
106885178,"RAG2","recombination activating 2"
106884915,"RAI1","retinoic acid induced 1"
106894932,"RAI14","retinoic acid induced 14"
106898729,"RAI2","retinoic acid induced 2"
106897683,"RALA","RAS like proto-oncogene A"
106886709,"RALB","RAS like proto-oncogene B"
106886034,"RALBP1","ralA binding protein 1"
106887955,"RALGAPA1","Ral GTPase activating protein catalytic subunit alpha 1"
106900404,"RALGAPA2","Ral GTPase activating protein catalytic subunit alpha 2"
106899384,"RALGAPB","Ral GTPase activating protein non-catalytic subunit beta"
106888641,"RALGDS","ral guanine nucleotide dissociation stimulator"
106888549,"RALGPS1","Ral GEF with PH domain and SH3 binding motif 1"
106888915,"RALGPS2","Ral GEF with PH domain and SH3 binding motif 2"
106887655,"RALY","RALY heterogeneous nuclear ribonucleoprotein"
106902233,"RALYL","RALY RNA binding protein like"
106889607,"RAMAC","RNA guanine-7 methyltransferase activating subunit"
106893748,"RAMP1","receptor activity modifying protein 1"
106898045,"RAMP2","receptor activity modifying protein 2"
106890889,"RAMP3","receptor activity modifying protein 3"
106900468,"RAN","RAN, member RAS oncogene family"
106899312,"RANBP1","RAN binding protein 1"
106891069,"RANBP10","RAN binding protein 10"
106891595,"RANBP17","RAN binding protein 17"
106900597,"RANBP3","RAN binding protein 3"
106891196,"RANBP3L","RAN binding protein 3 like"
106887328,"RANBP9","RAN binding protein 9"
106901421,"RANGAP1","Ran GTPase activating protein 1"
106891784,"RAP1A","RAP1A, member of RAS oncogene family"
106901285,"RAP1B","RAP1B, member of RAS oncogene family"
106900700,"RAP1GAP2","RAP1 GTPase activating protein 2"
106887298,"RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1"
106890279,"RAP2B","RAP2B, member of RAS oncogene family"
106900872,"RAP2C","RAP2C, member of RAS oncogene family"
106888660,"RAPGEF1","Rap guanine nucleotide exchange factor 1"
106889557,"RAPGEF2","Rap guanine nucleotide exchange factor 2"
106891160,"RAPGEF3","Rap guanine nucleotide exchange factor 3"
106895302,"RAPGEF4","Rap guanine nucleotide exchange factor 4"
106885437,"RAPGEF5","Rap guanine nucleotide exchange factor 5"
106891511,"RAPGEF6","Rap guanine nucleotide exchange factor 6"
106898029,"RAPGEFL1","Rap guanine nucleotide exchange factor like 1"
106892760,"RAPSN","receptor associated protein of the synapse"
106898027,"RARA","retinoic acid receptor alpha"
106885495,"RARB","retinoic acid receptor beta"
106891437,"RARS1","arginyl-tRNA synthetase 1"
106901676,"RARS2","arginyl-tRNA synthetase 2, mitochondrial"
106885021,"RASA1","RAS p21 protein activator 1"
106893617,"RASA2","RAS p21 protein activator 2"
106889298,"RASA3","RAS p21 protein activator 3"
106888928,"RASAL2","RAS protein activator like 2"
106898688,"RASAL3","RAS protein activator like 3"
106884937,"RASD1","ras related dexamethasone induced 1"
106901472,"RASD2","RASD family member 2"
106884554,"RASEF","RAS and EF-hand domain containing"
